EmployeeID,Age,Gender,Department,JobLevel,YearsAtCompany,TotalExperience,Salary,TrainingHours,ProjectsCompleted,OvertimeHours,JobSatisfaction,WorkLifeBalance,ManagerRating,Absences,PromotionsLast5Yr,LastReviewScore,DistanceFromOffice,PerformanceScore,PerformanceLabel,SalaryPerExperience,TrainingEfficiency,OverallSatisfaction,AbsenceRate,CompanyLoyalty,PromotionVelocity,JobLevel_Encoded,Gender_Encoded,Dept_Finance,Dept_HR,Dept_IT,Dept_Marketing,Dept_Operations,Dept_R&D,Dept_Sales
EMP0261,29,Female,Operations,Lead,9,18,142431,74.0,15,0,3.0,3,3.0,20.0,2,9.9,28,3,High,7496.37,0.2,3.0,5.48,0.47,0.2,4,1,False,False,False,False,True,False,False
EMP0262,48,Female,IT,Junior,6,7,32311,55.0,7,11,4.0,3,3.0,8.0,1,5.1,67,2,Medium,4038.88,0.12,3.33,2.19,0.75,0.143,1,1,False,False,True,False,False,False,False
EMP0263,48,Male,Marketing,Lead,1,7,139993,96.0,15,5,3.0,4,5.0,7.0,2,9.1,78,3,High,17499.12,0.15,4.0,1.92,0.12,1.0,4,0,False,False,False,True,False,False,False
EMP0264,55,Male,R&D,Junior,9,17,41565,57.0,20,8,5.0,5,5.0,12.0,0,3.0,18,2,Medium,2309.17,0.34,5.0,3.29,0.5,0.0,1,0,False,False,False,False,False,True,False
EMP0265,42,Male,Operations,Mid,3,3,60270,92.0,10,4,5.0,2,2.0,16.0,3,3.1,27,1,Low,15067.5,0.11,3.0,4.38,0.75,0.75,2,0,False,False,False,False,True,False,False
EMP0266,51,Male,Sales,Junior,11,14,43560,63.0,14,15,5.0,1,2.0,18.0,2,6.3,51,3,High,2904.0,0.22,2.67,4.93,0.73,0.167,1,0,False,False,False,False,False,False,True
EMP0267,54,Male,Marketing,Junior,18,23,46988,51.0,6,17,2.0,1,3.0,14.0,0,4.7,60,1,Low,1957.83,0.12,2.0,3.84,0.75,0.0,1,0,False,False,False,True,False,False,False
EMP0268,49,Female,IT,Lead,10,16,148733,6.0,14,16,5.0,5,4.0,6.0,0,7.8,74,2,Medium,8749.0,2.0,4.67,1.64,0.59,0.0,4,1,False,False,True,False,False,False,False
EMP0269,54,Male,R&D,Mid,7,16,55785,54.0,24,17,5.0,3,2.0,16.0,0,7.0,49,2,Medium,3281.47,0.44,3.33,4.38,0.41,0.0,2,0,False,False,False,False,False,True,False
EMP0270,26,Male,HR,Mid,17,23,75993,61.0,25,0,2.0,3,3.0,0.0,2,3.5,15,2,Medium,3166.38,0.4,2.67,0.0,0.71,0.111,2,0,False,True,False,False,False,False,False
EMP0271,40,Female,Sales,Junior,10,19,42067,89.0,22,18,3.0,3,1.0,4.0,0,4.1,83,3,High,2103.35,0.24,2.33,1.1,0.5,0.0,1,1,False,False,False,False,False,False,True
EMP0272,25,Female,Marketing,Mid,10,11,73916,72.0,12,7,4.0,3,5.0,24.0,1,5.7,73,2,Medium,6159.67,0.16,4.0,6.58,0.83,0.091,2,1,False,False,False,True,False,False,False
EMP0273,56,Male,IT,Mid,12,15,77509,97.0,11,2,5.0,3,4.0,5.0,0,4.3,68,3,High,4844.31,0.11,4.0,1.37,0.75,0.0,2,0,False,False,True,False,False,False,False
EMP0274,38,Male,R&D,Mid,2,6,58740,76.0,29,4,5.0,5,3.0,25.0,1,8.5,15,2,Medium,8391.43,0.38,4.33,6.85,0.29,0.333,2,0,False,False,False,False,False,True,False
EMP0275,49,Male,R&D,Mid,11,11,63653,54.0,25,7,2.0,4,1.0,1.0,3,5.9,51,2,Medium,5304.42,0.45,2.33,0.27,0.92,0.25,2,0,False,False,False,False,False,True,False
EMP0276,51,Female,Finance,Lead,2,2,149990,35.0,20,18,4.0,2,5.0,26.0,1,3.7,48,1,Low,49996.67,0.56,3.67,7.12,0.67,0.333,4,1,True,False,False,False,False,False,False
EMP0277,50,Male,Sales,Mid,9,18,53815,88.0,22,17,3.0,3,1.0,14.0,3,6.4,72,2,Medium,2832.37,0.25,2.33,3.84,0.47,0.3,2,0,False,False,False,False,False,False,True
EMP0278,27,Female,Finance,Mid,16,18,67231,23.0,24,17,1.0,4,3.0,15.0,3,3.6,1,2,Medium,3538.47,1.0,2.67,4.11,0.84,0.176,2,1,True,False,False,False,False,False,False
EMP0279,56,Female,Sales,Junior,1,10,34709,43.0,25,0,4.0,1,3.0,21.0,1,3.9,7,1,Low,3155.36,0.57,2.67,5.75,0.09,0.5,1,1,False,False,False,False,False,False,True
EMP0280,58,Male,Sales,Senior,16,18,117275,16.0,19,14,3.0,5,5.0,4.0,3,4.7,53,3,High,6172.37,1.12,4.33,1.1,0.84,0.176,3,0,False,False,False,False,False,False,True
EMP0281,45,Female,Operations,Mid,15,22,56575,1.0,2,17,4.0,4,1.0,4.0,1,9.0,31,3,High,2459.78,1.0,3.0,1.1,0.65,0.062,2,1,False,False,False,False,True,False,False
EMP0282,50,Other,IT,Mid,1,9,54773,12.0,22,6,3.0,3,2.0,11.0,2,9.5,18,2,Medium,5477.3,1.69,2.67,3.01,0.1,1.0,2,2,False,False,True,False,False,False,False
EMP0283,52,Male,IT,Junior,19,19,42446,30.0,20,15,3.0,3,4.0,2.0,3,8.8,12,3,High,2122.3,0.65,3.33,0.55,0.95,0.15,1,0,False,False,True,False,False,False,False
EMP0284,56,Female,R&D,Manager,5,6,150733,92.0,1,15,4.0,3,3.0,29.0,1,5.3,48,2,Medium,21533.29,0.01,3.33,7.95,0.71,0.167,5,1,False,False,False,False,False,True,False
EMP0285,54,Male,IT,Junior,9,18,40464,27.0,8,14,2.0,4,3.0,15.0,3,4.9,30,2,Medium,2129.68,0.29,3.0,4.11,0.47,0.3,1,0,False,False,True,False,False,False,False
EMP0286,42,Female,IT,Senior,9,10,101576,59.0,25,5,4.0,3,5.0,5.0,0,6.8,97,3,High,9234.18,0.42,4.0,1.37,0.82,0.0,3,1,False,False,True,False,False,False,False
EMP0287,53,Female,Operations,Mid,7,10,53320,26.0,14,8,4.0,4,1.0,14.0,1,8.1,7,2,Medium,4847.27,0.52,3.0,3.84,0.64,0.125,2,1,False,False,False,False,True,False,False
EMP0288,44,Female,Sales,Junior,0,1,40750,14.0,9,6,3.0,3,4.0,14.0,0,10.0,92,2,Medium,20375.0,0.6,3.33,3.84,0.0,0.0,1,1,False,False,False,False,False,False,True
EMP0289,54,Female,Marketing,Senior,12,18,117466,94.0,2,13,1.0,1,5.0,28.0,3,3.9,3,2,Medium,6182.42,0.02,2.33,7.67,0.63,0.231,3,1,False,False,False,True,False,False,False
EMP0290,24,Female,R&D,Mid,8,16,70695,78.0,25,10,3.0,1,5.0,15.0,3,3.3,63,2,Medium,4158.53,0.32,3.0,4.11,0.47,0.333,2,1,False,False,False,False,False,True,False
EMP0291,39,Female,Operations,Lead,9,15,126572,32.0,23,15,3.0,2,1.0,19.0,2,7.9,6,3,High,7910.75,0.7,2.0,5.21,0.56,0.2,4,1,False,False,False,False,True,False,False
EMP0292,46,Female,Finance,Lead,14,19,117948,19.0,5,5,4.0,3,4.0,12.0,1,8.8,95,3,High,5897.4,0.25,3.67,3.29,0.7,0.067,4,1,True,False,False,False,False,False,False
EMP0293,52,Female,IT,Lead,4,13,138826,41.0,23,15,4.0,3,1.0,11.0,0,8.9,15,3,High,9916.14,0.55,2.67,3.01,0.29,0.0,4,1,False,False,True,False,False,False,False
EMP0294,24,Male,IT,Junior,15,15,30726,11.0,29,19,2.0,4,3.0,9.0,2,7.7,71,3,High,1920.38,2.42,3.0,2.47,0.94,0.125,1,0,False,False,True,False,False,False,False
EMP0295,45,Male,Operations,Senior,12,21,105820,72.0,25,15,3.0,4,2.0,13.0,3,9.7,43,3,High,4810.0,0.34,3.0,3.56,0.55,0.231,3,0,False,False,False,False,True,False,False
EMP0296,53,Male,Operations,Mid,19,27,78036,22.0,8,11,2.0,3,3.0,1.0,3,6.6,94,2,Medium,2787.0,0.35,2.67,0.27,0.68,0.15,2,0,False,False,False,False,True,False,False
EMP0297,43,Male,HR,Lead,17,21,106697,71.0,16,16,4.0,2,3.0,28.0,2,9.4,91,3,High,4849.86,0.22,3.0,7.67,0.77,0.111,4,0,False,True,False,False,False,False,False
EMP0298,44,Male,IT,Senior,10,14,92963,95.0,22,4,3.0,3,5.0,2.0,0,9.8,81,3,High,6197.53,0.23,3.67,0.55,0.67,0.0,3,0,False,False,True,False,False,False,False
EMP0299,23,Female,Sales,Lead,8,13,149434,13.0,16,12,3.0,4,3.0,8.0,3,8.9,18,3,High,10673.86,1.14,3.33,2.19,0.57,0.333,4,1,False,False,False,False,False,False,True
EMP0300,48,Male,Sales,Mid,15,23,51081,90.0,13,7,5.0,3,4.0,10.0,3,5.2,22,3,High,2128.38,0.14,4.0,2.74,0.62,0.188,2,0,False,False,False,False,False,False,True
EMP0301,23,Female,Marketing,Mid,1,8,70269,24.0,20,4,5.0,4,3.0,10.0,1,4.4,61,2,Medium,7807.67,0.8,4.0,2.74,0.11,0.5,2,1,False,False,False,True,False,False,False
EMP0302,47,Male,IT,Junior,1,8,49265,76.0,29,11,1.0,3,4.0,24.0,2,6.8,61,2,Medium,5473.89,0.38,2.67,6.58,0.11,1.0,1,0,False,False,True,False,False,False,False
EMP0303,38,Female,Operations,Senior,11,18,90776,84.0,15,8,5.0,5,1.0,21.0,3,6.2,53,2,Medium,4777.68,0.18,3.67,5.75,0.58,0.25,3,1,False,False,False,False,True,False,False
EMP0304,54,Female,Marketing,Mid,7,7,64196,30.0,1,2,3.0,4,5.0,9.0,0,9.1,26,2,Medium,8024.5,0.03,4.0,2.47,0.88,0.0,2,1,False,False,False,True,False,False,False
EMP0305,30,Male,Sales,Mid,8,8,69354,53.0,22,2,5.0,2,4.0,25.0,1,3.7,91,2,Medium,7706.0,0.41,3.67,6.85,0.89,0.111,2,0,False,False,False,False,False,False,True
EMP0306,50,Female,Finance,Senior,11,18,95958,4.0,3,0,1.0,5,3.0,13.0,2,4.8,40,1,Low,5050.42,0.6,3.0,3.56,0.58,0.167,3,1,True,False,False,False,False,False,False
EMP0307,47,Male,IT,Mid,8,12,73369,12.0,6,17,4.0,3,5.0,8.0,0,8.3,88,3,High,5643.77,0.46,4.0,2.19,0.62,0.0,2,0,False,False,True,False,False,False,False
EMP0308,56,Female,Finance,Junior,9,17,41689,27.0,22,11,5.0,4,5.0,19.0,3,3.7,8,2,Medium,2316.06,0.79,4.67,5.21,0.5,0.3,1,1,True,False,False,False,False,False,False
EMP0309,46,Male,Marketing,Mid,1,2,67331,42.0,14,8,3.0,5,3.0,26.0,2,5.2,21,2,Medium,22443.67,0.33,3.67,7.12,0.33,1.0,2,0,False,False,False,True,False,False,False
EMP0310,45,Female,Operations,Mid,15,23,54760,88.0,4,8,4.0,2,3.0,20.0,2,5.7,93,3,High,2281.67,0.04,3.0,5.48,0.62,0.125,2,1,False,False,False,False,True,False,False
EMP0311,34,Male,Operations,Mid,19,26,76293,98.0,18,17,3.0,4,2.0,9.0,0,7.4,43,3,High,2825.67,0.18,3.0,2.47,0.7,0.0,2,0,False,False,False,False,True,False,False
EMP0312,28,Female,IT,Junior,6,14,43436,51.0,15,17,4.0,5,2.0,21.0,2,4.1,21,2,Medium,2895.73,0.29,3.67,5.75,0.4,0.286,1,1,False,False,True,False,False,False,False
EMP0313,57,Female,Sales,Junior,1,4,30066,70.0,9,6,3.0,5,5.0,28.0,0,9.0,3,2,Medium,6013.2,0.13,4.33,7.67,0.2,0.0,1,1,False,False,False,False,False,False,True
EMP0314,41,Male,Marketing,Junior,0,0,30564,37.0,18,3,5.0,5,2.0,8.0,3,6.1,31,2,Medium,30564.0,0.47,4.0,2.19,0.0,3.0,1,0,False,False,False,True,False,False,False
EMP0315,22,Male,Sales,Senior,18,18,105401,95.0,3,12,5.0,1,3.0,28.0,1,9.4,27,2,Medium,5547.42,0.03,3.0,7.67,0.95,0.053,3,0,False,False,False,False,False,False,True
EMP0316,29,Male,IT,Junior,3,7,43393,66.0,10,16,1.0,3,1.0,4.0,0,6.3,27,1,Low,5424.12,0.15,1.67,1.1,0.38,0.0,1,0,False,False,True,False,False,False,False
EMP0317,37,Male,Sales,Mid,1,2,53670,61.0,17,1,4.0,4,5.0,7.0,1,4.9,73,3,High,17890.0,0.27,4.33,1.92,0.33,0.5,2,0,False,False,False,False,False,False,True
EMP0318,35,Female,Finance,Manager,13,20,122251,51.0,7,13,1.0,4,1.0,10.0,2,4.0,57,2,Medium,5821.48,0.13,2.0,2.74,0.62,0.143,5,1,True,False,False,False,False,False,False
EMP0319,33,Male,Sales,Junior,1,10,42949,36.0,15,2,2.0,4,2.0,0.0,0,3.0,97,1,Low,3904.45,0.41,2.67,0.0,0.09,0.0,1,0,False,False,False,False,False,False,True
EMP0320,44,Male,Finance,Mid,14,18,50804,85.0,1,4,5.0,5,4.0,20.0,3,6.7,33,3,High,2673.89,0.01,4.67,5.48,0.74,0.2,2,0,True,False,False,False,False,False,False
EMP0321,36,Male,R&D,Senior,11,15,107027,7.0,27,13,4.0,3,5.0,9.0,0,3.8,90,3,High,6689.19,3.38,4.0,2.47,0.69,0.0,3,0,False,False,False,False,False,True,False
EMP0322,49,Female,Sales,Manager,4,5,129583,80.0,25,2,1.0,2,2.0,0.0,0,5.7,92,2,Medium,21597.17,0.31,1.67,0.0,0.67,0.0,5,1,False,False,False,False,False,False,True
EMP0323,55,Male,Sales,Senior,19,25,103104,51.0,27,6,1.0,4,3.0,25.0,0,7.1,44,1,Low,3965.54,0.52,2.67,6.85,0.73,0.0,3,0,False,False,False,False,False,False,True
EMP0324,23,Male,IT,Senior,6,13,92224,90.0,11,17,2.0,3,5.0,29.0,1,4.9,43,2,Medium,6587.43,0.12,3.33,7.95,0.43,0.143,3,0,False,False,True,False,False,False,False
EMP0325,53,Male,Operations,Lead,9,18,138784,32.0,17,12,1.0,3,5.0,21.0,1,4.2,31,2,Medium,7304.42,0.52,3.0,5.75,0.47,0.1,4,0,False,False,False,False,True,False,False
EMP0326,44,Male,IT,Mid,13,13,79299,80.0,5,9,3.0,1,4.0,6.0,2,8.4,65,3,High,5664.21,0.06,2.67,1.64,0.93,0.143,2,0,False,False,True,False,False,False,False
EMP0327,43,Female,IT,Lead,13,14,113036,41.0,7,12,5.0,4,5.0,27.0,2,9.6,84,3,High,7535.73,0.17,4.67,7.4,0.87,0.143,4,1,False,False,True,False,False,False,False
EMP0328,46,Male,Sales,Junior,4,13,49933,75.0,19,15,1.0,5,4.0,13.0,2,3.7,76,2,Medium,3566.64,0.25,3.33,3.56,0.29,0.4,1,0,False,False,False,False,False,False,True
EMP0329,43,Male,Marketing,Manager,17,20,197928,26.0,25,8,1.0,3,2.0,14.0,2,4.1,17,2,Medium,9425.14,0.93,2.0,3.84,0.81,0.111,5,0,False,False,False,True,False,False,False
EMP0330,43,Female,IT,Mid,13,17,57938,7.0,24,1,2.0,3,3.0,16.0,0,9.7,15,2,Medium,3218.78,3.0,2.67,4.38,0.72,0.0,2,1,False,False,True,False,False,False,False
EMP0331,27,Female,Marketing,Mid,1,2,54141,22.0,29,4,3.0,2,3.0,21.0,1,3.3,34,1,Low,18047.0,1.26,2.67,5.75,0.33,0.5,2,1,False,False,False,True,False,False,False
EMP0332,36,Male,Operations,Junior,11,11,39546,63.0,15,16,1.0,1,5.0,25.0,1,9.8,80,2,Medium,3295.5,0.23,2.33,6.85,0.92,0.083,1,0,False,False,False,False,True,False,False
EMP0333,58,Female,IT,Senior,5,13,85335,92.0,3,3,5.0,3,3.0,20.0,1,3.0,4,2,Medium,6095.36,0.03,3.67,5.48,0.36,0.167,3,1,False,False,True,False,False,False,False
EMP0334,54,Female,Operations,Junior,3,3,35077,19.0,15,16,3.0,3,2.0,5.0,1,9.1,72,3,High,8769.25,0.75,2.67,1.37,0.75,0.25,1,1,False,False,False,False,True,False,False
EMP0335,29,Male,Sales,Lead,12,15,146015,15.0,5,8,1.0,5,4.0,15.0,2,5.2,98,2,Medium,9125.94,0.31,3.33,4.11,0.75,0.154,4,0,False,False,False,False,False,False,True
EMP0336,26,Female,Operations,Lead,3,4,105611,16.0,23,19,3.0,5,3.0,10.0,0,9.6,89,2,Medium,21122.2,1.35,3.67,2.74,0.6,0.0,4,1,False,False,False,False,True,False,False
EMP0337,25,Female,Finance,Junior,13,16,38089,79.0,12,1,3.0,2,4.0,9.0,1,5.2,79,3,High,2240.53,0.15,3.0,2.47,0.76,0.071,1,1,True,False,False,False,False,False,False
EMP0338,27,Male,Operations,Lead,15,22,135660,51.0,20,17,5.0,2,2.0,14.0,3,7.6,28,2,Medium,5898.26,0.38,3.0,3.84,0.65,0.188,4,0,False,False,False,False,True,False,False
EMP0339,53,Male,Sales,Senior,3,10,85577,7.0,5,10,3.0,2,3.0,6.0,0,3.6,73,1,Low,7779.73,0.62,2.67,1.64,0.27,0.0,3,0,False,False,False,False,False,False,True
EMP0340,51,Male,Sales,Senior,0,8,100002,37.0,3,12,3.0,5,3.0,22.0,3,4.7,2,2,Medium,11111.33,0.08,3.67,6.03,0.0,3.0,3,0,False,False,False,False,False,False,True
EMP0341,56,Female,IT,Mid,12,16,67943,37.0,9,7,1.0,5,1.0,1.0,0,8.4,17,2,Medium,3996.65,0.24,2.33,0.27,0.71,0.0,2,1,False,False,True,False,False,False,False
EMP0342,37,Other,IT,Junior,3,9,36683,51.0,26,0,4.0,1,2.0,14.0,0,6.7,58,2,Medium,3668.3,0.5,2.33,3.84,0.3,0.0,1,2,False,False,True,False,False,False,False
EMP0343,34,Female,IT,Junior,19,21,31507,92.0,9,16,2.0,4,2.0,18.0,0,9.5,74,2,Medium,1432.14,0.1,2.67,4.93,0.86,0.0,1,1,False,False,True,False,False,False,False
EMP0344,51,Male,IT,Mid,17,26,66335,99.0,7,11,4.0,4,1.0,14.0,3,6.0,9,2,Medium,2456.85,0.07,3.0,3.84,0.63,0.167,2,0,False,False,True,False,False,False,False
EMP0345,40,Female,Sales,Lead,5,8,128647,89.0,26,3,4.0,1,4.0,15.0,1,9.1,31,3,High,14294.11,0.29,3.0,4.11,0.56,0.167,4,1,False,False,False,False,False,False,True
EMP0346,38,Female,IT,Junior,2,11,32063,30.0,2,12,5.0,4,1.0,5.0,1,6.1,66,2,Medium,2671.92,0.06,3.33,1.37,0.17,0.333,1,1,False,False,True,False,False,False,False
EMP0347,40,Male,Operations,Lead,12,20,134768,43.0,23,8,3.0,5,2.0,2.0,3,9.9,88,3,High,6417.52,0.52,3.33,0.55,0.57,0.231,4,0,False,False,False,False,True,False,False
EMP0348,49,Male,HR,Mid,15,24,65566,59.0,23,6,5.0,4,3.0,1.0,1,9.7,62,3,High,2622.64,0.38,4.0,0.27,0.6,0.062,2,0,False,True,False,False,False,False,False
EMP0349,47,Female,Sales,Mid,4,13,79583,75.0,27,4,2.0,5,3.0,19.0,2,5.3,19,2,Medium,5684.5,0.36,3.33,5.21,0.29,0.4,2,1,False,False,False,False,False,False,True
EMP0350,58,Male,IT,Senior,3,3,81294,16.0,21,4,1.0,1,1.0,4.0,1,9.2,81,2,Medium,20323.5,1.24,1.0,1.1,0.75,0.25,3,0,False,False,True,False,False,False,False
EMP0351,47,Female,Sales,Lead,7,8,115096,78.0,16,16,2.0,2,4.0,10.0,2,8.9,74,3,High,12788.44,0.2,2.67,2.74,0.78,0.25,4,1,False,False,False,False,False,False,True
EMP0352,44,Male,R&D,Mid,18,22,54065,72.0,9,8,5.0,1,4.0,25.0,2,4.5,55,3,High,2350.65,0.12,3.33,6.85,0.78,0.105,2,0,False,False,False,False,False,True,False
EMP0353,30,Male,Sales,Mid,13,15,64090,38.0,13,5,5.0,4,4.0,24.0,2,7.4,28,2,Medium,4005.62,0.33,4.33,6.58,0.81,0.143,2,0,False,False,False,False,False,False,True
EMP0354,33,Male,Marketing,Mid,6,7,77328,41.0,28,18,5.0,5,1.0,2.0,3,3.5,92,2,Medium,9666.0,0.67,3.67,0.55,0.75,0.429,2,0,False,False,False,True,False,False,False
EMP0355,22,Male,R&D,Junior,13,13,47987,47.0,27,15,5.0,4,3.0,2.0,1,8.9,50,3,High,3427.64,0.56,4.0,0.55,0.93,0.071,1,0,False,False,False,False,False,True,False
EMP0356,22,Female,Operations,Junior,5,14,47706,11.0,19,1,4.0,4,4.0,21.0,1,4.2,65,2,Medium,3180.4,1.58,4.0,5.75,0.33,0.167,1,1,False,False,False,False,True,False,False
EMP0357,55,Male,Finance,Mid,11,13,72340,95.0,20,9,3.0,2,1.0,14.0,3,3.5,3,2,Medium,5167.14,0.21,2.0,3.84,0.79,0.25,2,0,True,False,False,False,False,False,False
EMP0358,53,Female,Operations,Mid,15,15,68825,88.0,17,15,4.0,4,2.0,21.0,3,5.8,79,2,Medium,4301.56,0.19,3.33,5.75,0.94,0.188,2,1,False,False,False,False,True,False,False
EMP0359,46,Female,R&D,Senior,16,16,97482,17.0,6,4,5.0,2,1.0,22.0,1,7.0,52,1,Low,5734.24,0.33,2.67,6.03,0.94,0.059,3,1,False,False,False,False,False,True,False
EMP0360,22,Female,Finance,Mid,12,12,71457,78.0,4,14,3.0,5,1.0,14.0,3,9.0,10,3,High,5496.69,0.05,3.0,3.84,0.92,0.231,2,1,True,False,False,False,False,False,False
EMP0361,37,Male,Finance,Mid,13,20,76081,95.0,1,12,4.0,5,3.0,2.0,3,9.8,21,3,High,3622.9,0.01,4.0,0.55,0.62,0.214,2,0,True,False,False,False,False,False,False
EMP0362,26,Female,Finance,Mid,6,8,59318,5.0,18,12,5.0,2,4.0,12.0,2,6.1,37,3,High,6590.89,3.0,3.67,3.29,0.67,0.286,2,1,True,False,False,False,False,False,False
EMP0363,43,Female,HR,Senior,13,13,95574,42.0,19,12,5.0,1,1.0,20.0,3,3.4,15,2,Medium,6826.71,0.44,2.33,5.48,0.93,0.214,3,1,False,True,False,False,False,False,False
EMP0364,50,Male,Finance,Lead,14,20,148070,34.0,9,14,3.0,5,2.0,7.0,2,8.2,87,2,Medium,7050.95,0.26,3.33,1.92,0.67,0.133,4,0,True,False,False,False,False,False,False
EMP0365,24,Male,IT,Mid,11,20,64650,97.0,13,13,2.0,1,4.0,19.0,0,7.0,78,3,High,3078.57,0.13,2.33,5.21,0.52,0.0,2,0,False,False,True,False,False,False,False
EMP0366,33,Female,IT,Senior,16,18,108930,51.0,8,7,4.0,5,2.0,9.0,2,6.1,79,2,Medium,5733.16,0.15,3.67,2.47,0.84,0.118,3,1,False,False,True,False,False,False,False
EMP0367,47,Female,Sales,Junior,8,15,32096,61.0,23,10,4.0,5,5.0,1.0,2,5.2,74,3,High,2006.0,0.37,4.67,0.27,0.5,0.222,1,1,False,False,False,False,False,False,True
EMP0368,37,Male,Sales,Mid,14,17,61801,68.0,13,17,4.0,3,3.0,3.0,3,6.5,9,3,High,3433.39,0.19,3.33,0.82,0.78,0.2,2,0,False,False,False,False,False,False,True
EMP0369,58,Female,IT,Mid,11,14,68592,81.0,15,3,5.0,4,4.0,17.0,1,5.4,44,3,High,4572.8,0.18,4.33,4.66,0.73,0.083,2,1,False,False,True,False,False,False,False
EMP0370,43,Female,Sales,Mid,1,5,72372,15.0,11,9,1.0,4,4.0,18.0,0,8.3,39,2,Medium,12062.0,0.69,3.0,4.93,0.17,0.0,2,1,False,False,False,False,False,False,True
EMP0371,50,Female,Finance,Senior,4,9,96559,7.0,12,0,3.0,1,1.0,3.0,0,6.8,5,1,Low,9655.9,1.5,1.67,0.82,0.4,0.0,3,1,True,False,False,False,False,False,False
EMP0372,35,Female,IT,Lead,12,18,132334,88.0,14,4,5.0,4,3.0,19.0,0,9.1,25,3,High,6964.95,0.16,4.0,5.21,0.63,0.0,4,1,False,False,True,False,False,False,False
EMP0373,49,Female,Operations,Junior,19,22,37169,95.0,4,12,3.0,1,3.0,25.0,1,6.8,56,2,Medium,1616.04,0.04,2.33,6.85,0.83,0.05,1,1,False,False,False,False,True,False,False
EMP0374,26,Male,Sales,Senior,7,14,93288,89.0,1,0,1.0,5,2.0,8.0,0,4.7,90,2,Medium,6219.2,0.01,2.67,2.19,0.47,0.0,3,0,False,False,False,False,False,False,True
EMP0375,51,Male,IT,Mid,13,18,72398,85.0,24,7,4.0,3,1.0,15.0,0,9.0,64,3,High,3810.42,0.28,2.67,4.11,0.68,0.0,2,0,False,False,True,False,False,False,False
EMP0376,26,Male,Marketing,Junior,14,14,40694,30.0,4,2,2.0,3,1.0,25.0,1,6.9,72,1,Low,2712.93,0.13,2.0,6.85,0.93,0.067,1,0,False,False,False,True,False,False,False
EMP0377,33,Female,Finance,Junior,10,10,42191,9.0,19,2,4.0,5,5.0,5.0,0,4.4,86,2,Medium,3835.55,1.9,4.67,1.37,0.91,0.0,1,1,True,False,False,False,False,False,False
EMP0378,37,Female,Sales,Mid,0,8,68051,55.0,9,6,5.0,2,3.0,24.0,3,7.4,52,2,Medium,7561.22,0.16,3.33,6.58,0.0,3.0,2,1,False,False,False,False,False,False,True
EMP0379,47,Male,Operations,Junior,2,11,40737,75.0,10,3,1.0,2,3.0,3.0,3,5.5,89,2,Medium,3394.75,0.13,2.0,0.82,0.17,1.0,1,0,False,False,False,False,True,False,False
EMP0380,47,Female,Operations,Junior,16,21,48207,91.0,4,2,1.0,4,1.0,8.0,2,8.9,76,2,Medium,2191.23,0.04,2.0,2.19,0.73,0.118,1,1,False,False,False,False,True,False,False
EMP0381,42,Female,IT,Junior,18,27,35147,69.0,20,14,1.0,1,2.0,26.0,2,6.2,9,2,Medium,1255.25,0.29,1.33,7.12,0.64,0.105,1,1,False,False,True,False,False,False,False
EMP0382,57,Female,IT,Mid,13,20,67740,19.0,9,7,3.0,3,1.0,12.0,2,8.1,10,2,Medium,3225.71,0.45,2.33,3.29,0.62,0.143,2,1,False,False,True,False,False,False,False
EMP0383,54,Male,R&D,Senior,7,13,99643,4.0,13,2,4.0,4,2.0,8.0,3,3.7,10,2,Medium,7117.36,2.6,3.33,2.19,0.5,0.375,3,0,False,False,False,False,False,True,False
EMP0384,51,Female,Finance,Mid,12,17,56199,22.0,12,6,3.0,5,3.0,5.0,3,5.8,73,2,Medium,3122.17,0.52,3.67,1.37,0.67,0.231,2,1,True,False,False,False,False,False,False
EMP0385,58,Male,HR,Manager,19,22,160733,8.0,11,17,2.0,3,3.0,20.0,3,9.9,62,3,High,6988.39,1.22,2.67,5.48,0.83,0.15,5,0,False,True,False,False,False,False,False
EMP0386,44,Male,Operations,Mid,2,8,68467,57.0,12,10,3.0,1,4.0,18.0,2,8.7,90,3,High,7607.44,0.21,2.67,4.93,0.22,0.667,2,0,False,False,False,False,True,False,False
EMP0387,31,Male,IT,Senior,4,12,114808,58.0,18,10,3.0,1,3.0,13.0,2,4.1,99,2,Medium,8831.38,0.31,2.33,3.56,0.31,0.4,3,0,False,False,True,False,False,False,False
EMP0388,26,Male,IT,Lead,8,17,101752,92.0,12,16,3.0,2,2.0,20.0,2,4.9,91,3,High,5652.89,0.13,2.33,5.48,0.44,0.222,4,0,False,False,True,False,False,False,False
EMP0389,57,Male,IT,Senior,5,14,81849,79.0,16,5,3.0,4,1.0,14.0,2,5.3,60,3,High,5456.6,0.2,2.67,3.84,0.33,0.333,3,0,False,False,True,False,False,False,False
EMP0390,55,Female,Marketing,Mid,1,7,52642,53.0,5,7,1.0,5,3.0,2.0,2,7.6,95,2,Medium,6580.25,0.09,3.0,0.55,0.12,1.0,2,1,False,False,False,True,False,False,False
EMP0391,52,Male,Finance,Senior,12,12,81600,45.0,20,0,5.0,3,5.0,4.0,2,8.3,19,3,High,6276.92,0.43,4.33,1.1,0.92,0.154,3,0,True,False,False,False,False,False,False
EMP0392,31,Female,Finance,Junior,4,13,43951,21.0,25,9,4.0,1,2.0,20.0,3,8.2,38,3,High,3139.36,1.14,2.33,5.48,0.29,0.6,1,1,True,False,False,False,False,False,False
